2014-01-02,早上起来，我以为自己身在北京了！空气污染很严重！,1
2014-01-02,妈蛋细思恐极！今天在官店门口等人的时候上来两个日本人搭话，问这个问那个，还有个澳门的朋友爷爷要死了回国不知道能不能回来了，约我明天去池袋细谈！妈蛋聊天是蛮愉快但是为啥问了一堆中国的情况啊！人家说空气污染都要跑到日本来了我还半开玩笑的すみません啊！最后我还傻乎乎的问人家要了号码啊！,1
2014-01-03,经济低靡+空气污染=医院爆满......但是把人家赶去精神科也太过分了吧！！,1
2014-01-04,空气污染真严重！,1
2014-01-05,看，一说厦门空气污染严重就上报纸了！,1
2014-01-05,厦门进入中度空气污染。,1
2014-01-05,最近连厦门都空气污染了[衰] 今天看到家里的柚子 干脆做了蜂蜜柚子茶来润润肺  一个柚子和一斤蜂蜜做了这三罐 耗时耗体啊 不过娃很爱 做完就喝了一杯 这就足够啦 我今天做的不苦哦@曾小蛋的娘 @面饼猫  成功~,1
2014-01-05,这几天空气污染好严重，下点雨吧?,1
2014-01-06,闽多县市持续空气质量差 福州昨现重度污染天。泉州，厦门，三明，龙岩等省内大部分县市的空气污染指数都很高，PM10的综合指数都在90-120之间，显示轻度污染。,1
2014-01-07,热点二：全国乃至厦门雾霾天气持续，空气污染严重，原因有多方面，其中最主要为工业企业及汽车尾气污染居多，同时某些地方“唯GDP”论，过分强调经济的增长速度而致。1. 这些现象根本原因是什么（或说明了什么）？2.从政府、企业、公民三个方面提出解决办法。,0
2014-01-17,从外面回家，身上飘着一股浓烟味～～～～[晕]这空气污染忒厉害了。[浮云],1
2014-01-31,今年为了减少空气污染家里没有买任何烟花炮竹，今天醒来发现姐姐的手机传出一阵阵鞭炮声，我好奇的问了声，姐姐说放开门炮吖…突然发现这也是种很好的方式嘛,1
2014-02-01,据有关报道。福州等地因为老百姓放烟火爆竹引起重度雾霾，达到极度污染。中华人民共和国建国60多周年了。第一次因为放爆竹引起重度空气污染。如果明年没有烟花爆竹引起的污染，应该是因为老百姓过年刷火锅抽烟引起了重度空气污染了。我们的新闻报道太有想象力了。,1
2014-02-01,空气污染还真严重喔,1
2014-02-02,之所以禁了鞭炮可能会有以下理由：1、空气污染雾霾什么的，产生大量鞭炮垃圾给环卫增加工作量和清扫难度；2、噪声污染扰民造成情绪不稳；这可能是大多需要安静的人以及常被烟花鞭炮吓到的人的重要心声，是的，烟花爆竹噪音很大，那响声会把人吓一跳造成情绪不稳心情浮躁并且急躁易怒，禁烟花爆竹有理！,0
2014-02-08,地球不可欺，人类伤不起。现如今的地球所发出的一系列悲剧动作就是对人类不爱护地球而作出的反抗！！！大肆砍伐森林，纵火，水污染，空气污染，不环保，到处扔弃垃圾，抢杀动物，破坏生物链・・・大规模的建筑，挖空地表・・・人类什么时候才能觉悟！！！,1
2014-02-10,这两天看了微博吵吵东莞的事，觉得很好笑。现在的中国，吃的喝的问题都搞不清楚，更别说还有空气污染的问题，教育的问题，医疗体制的问题，养老体制的问题等等还没拎清楚的情况下，现在提什么卖淫合法化，哈哈，搞笑死了！,1
2014-02-20,如何上妆不浮粉： 时冷时热的天气加上城市的空气污染，向来都是底妆的大敌，除了做好皮肤护理，选择粉底尤其重要。今天就为大家带来了底妆上妆秘技，快点一起来学习吧，让你这个春天告别恼人浮粉问题！,0
2014-02-24,本来打算回武汉的，看空气污染这么严重，我又默默的改签了[太阳]。。。,1
2014-02-24,北京市这周五将空气污染预警级别上调至“橙色”，为该系统去年10月份推出以来首次。这一用颜色进行划分的预警系统按空气污染严重程度分为四级，由低到高分别为蓝色、黄色、橙色和红色。,0
2014-02-25,每天都是空气污染。。。还让不让人活,1
2014-02-26,昨天来了个老美，问我厦门这么些霾是哪来的？一时让我无言以对。咱总不能说是北京飘来的吧。这位六十来岁的老哥回想起他十几岁的时候，空气污染也相当严重。当时美国政府下决心整冶。后面用了大约二十年的时间才变好。也不知道我们的下一代还要承受多少年。。。,1
2014-02-27,NBC报道了北京空气污染！用了Crisis一词！丢人！,1
2014-03-01,地球不可欺，人类伤不起。现如今的地球所发出的一系列悲剧动作就是对人类不爱护地球而作出的反抗！！！大肆砍伐森林，纵火，水污染，空气污染，不环保，到处扔弃垃圾，抢杀动物，破坏生物链・・・大规模的建筑，挖空地表・・・人类什么时候才能觉悟！！！,1
2014-03-06,"今天植村秀专店美女很热情的又介绍了这款绿茶的，绿茶的不仅有抗氧化的功能，还有一个非常适合咱们中国人的，[呲牙]空气污染OFF，[坏笑][强][强]汽车尾气，空气污染，经常泡吧的，每天沉浸在二手烟,空调房的这款就超适用了[鼓掌][鼓掌]经常处于以上环境的赞一个[鼓掌][爱心][玫瑰]",1
2014-03-10,当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，超标化妆品日渐增多，我们的皮肤不知隐藏了多少铅、汞、毒素做面膜前先排毒，效果好十倍哦[,1
2014-03-11,什么人宜喝什么茶：1.用脑过多：茉莉花茶、绿茶；2.体力劳动、运动过后：乌龙茶、红茶；3.常处于空气污染严重环境：绿茶；4.缺乏劳动和运动的人：绿茶、花茶；5.嗜烟酒者：绿茶；6.肉食主义者：乌龙茶；7.阴虚体质者：绿茶；8.便秘：蜂蜜茶；9.减肥美容：乌龙茶、普洱茶、绿茶,0
2014-03-12,在地下呆太久，总羡慕别人能呼吸到新鲜空气。努力爬出地洞，才发现外面的空气污染严重，呼吸困难。瘫在地上，感慨地下的美好，无法超越的力量。得人心必定出头天！[电影][电影][电影],1
2014-03-13,5. 清洁能源什么时候能出现，北京的空气污染什么时候能治理好，这都是个悬念哈。,-1
2014-03-13,002076 雪莱特低碳经济 节能照明 珠三角区 崇明岛 消毒 口罩 PM2.5 空气污染防控,1
2014-03-14,排毒膏！当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，超标化妆品日渐增多，我们的皮肤不知隐藏了多少铅、汞、毒素做面膜前先排毒，效果好十倍哦！,1
2014-03-15,如何上妆不浮粉： 时冷时热的天气加上城市的空气污染，向来都是底妆的大敌，除了做好皮肤护理，选择粉底尤其重要。今天就为大家带来了底妆上妆秘技，快点一起来学习吧，让你这个春天告别恼人浮粉问题！,0
2014-03-16,日本松下将为派往中国的员工发放空气污染补助费，或成为第一个因空气污染问题而进行补助的国际公司。松下将PM2.5描述为一种可从呼吸道进入人体肺部，并引发过早死亡的微小颗粒物。据一份美国驻京大使馆的数据显示，中国的PM2.5一再超过每立方米400微克，远超世卫组织规定的不高于25微克的安全限度。,0
2014-03-16,我想过巴黎空气污染 想过美国爆炸 想过德国同性恋收养政策 想过sfr收购 最后又回到消失的飞机 所以没有方向跟目标是可耻的,1
2014-03-17,当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，我们的皮肤不知隐藏了多少铅、汞、毒素。适当给皮肤做一个深层清洁，让你的皮肤做个深呼吸，做面膜前先排毒，效果好十倍，欢迎预订?糖果面膜[爱你],0
2014-03-18,今天厦门空气污染好重,1
2014-03-18,"澳洲绵羊油? GM 深层修复维他命E面霜? 主要成分是维他命E, 含有特等深层滋润成份, 缓解干燥肌肤和受损肌肤, 修护由空气污染带来的肌肤伤害。 可用作隔离霜? 白菜价哦? 可询价?。澳洲直邮???",1
2014-03-21,巴黎和新加坡的空气污染=中国的空气优。。。今天中国又破了一个世界纪录----长兴的空气污染指数:833。。。[衰][汗],1
2014-03-22,福建也出空气罐头了。卖罐头的醉翁之意不在酒，在乎山水之间也。现今的污染程度和百姓的抗性，也不足以支撑这类产品如香烟一般普及。但真有一天空气污染过分了，恐怕到时候空气管道和空气罐之类就将进入百姓家中，人手配备一个空气盒，就如现在的天然气管道、煤气罐、打火机一般……这是世界末日来了吧,0
2014-03-23,? 当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。? 买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，超标化妆品日渐增多，我们的皮肤不知隐藏了多少铅、汞、毒素做面膜前先排毒，效果好十倍哦??,1
2014-03-25,[耶]当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。 买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，超标化妆品日渐增多，我们的皮肤不知隐藏了多少铅、汞、毒素做面膜前先排毒，效果好十倍哦,1
2014-03-25,生活中，熬夜加班，暴饮暴食，饮食不规律，空气污染都会引发我们身体疲惫，使体质渐趋于酸性，从而诱发痛风，三高，癌症等一系列疾病。而号称碱性之王的梅精能有效改善酸性体质，平衡体内酸碱值，提高身体免疫力，而且梅精中特有的有机酸还可以很好的预防流感，解决便秘，调理肠胃，强化肝脏功能……,0
2014-03-26,[都是实拍图 宿舍你懂的?]当你发觉用什么护肤品都没感觉没效果的时候?就说明你的皮肤真的该排毒了?买了昂贵的雅诗兰黛小棕瓶兰蔻小黑瓶?不排毒吸收不了?空气污染超标化妆品我们的皮肤不知隐藏了多少铅汞毒素? 用糖果给皮肤做个深层清洁吧 做面膜前先排毒效果好十倍 男女都适用?,1
2014-03-29,萌妹纸 用完排毒膏还敷面膜保养的水嫩嫩，难怪连她外婆也说要做?当你发觉用什么护肤品都没效果的时候，就说明你的皮肤真的该排毒了！买了昂贵的雅诗兰黛小棕瓶兰蔻小黑瓶，不排毒，会有效吗 ？ 空气污染，超标化妆品，令皮肤不知隐藏了多少铅汞毒素！快来用Lamars排毒膏 上皮肤做个深层清洁吧！,1
2014-03-29,萌妹纸 用完排毒膏还敷面膜保养的水嫩嫩，难怪连她外婆也说要做?当你发觉用什么护肤品都没效果的时候，就说明你的皮肤真的该排毒了！买了昂贵的雅诗兰黛小棕瓶兰蔻小黑瓶，不排毒，会有效吗 ？ 空气污染，超标化妆品，令皮肤不知隐藏了多少铅汞毒素！快来用Lamars排毒膏 上皮肤做个深层清洁吧！,1
2014-03-30,一个人在穷困潦倒的时候，需要的不是另一个人过于物质的鞭策，而是以人性为出发的关心与鼓励。你当前这个社会的经济发展，就是以空气污染和泯灭人性作为代价换来的。,0
2014-03-30,地球不可欺，人类伤不起。现如今的地球所发出的一系列悲剧动作就是对人类不爱护地球而作出的反抗！！！大肆砍伐森林，纵火，水污染，空气污染，不环保，到处扔弃垃圾，抢杀动物，破坏生物链・・・大规模的建筑，挖空地表・・・人类什么时候才能觉悟！！！,1
2014-04-04,真的吗？天只是这样而已同事们就已经在抱怨空气污染了。惊呆了！,1
2014-04-08, 两人题目撞了我后提交的只能换题，没绅士风度我也接受。后来我问你你的回归只包括空气污染指数吗？我写气象因素和股市回报率行不行。你回答可能只有空气污染指数。我想又可以用得上之前辛辛苦苦写好的文献综述和研究目的了。,1
2014-04-11,连药监局的人都说这个茶叶非常好哦，它只是茶叶，适用于一岁以上的任何人，一岁以内如果严重可以喝点，不严重就算，现在的空气污染严重，对肺部影响不好，每天要喝，它是花茶却有比药物还要来的好的清肺，解毒，降火，止咳的效果，家里都要备用起来，不难喝，我很讨厌喝开水的人都喜欢喝，枇杷花茶现货,1
2014-04-15,不用它，你永远不知道皮肤毒素到底有多少！[吃惊]空气污染严重、化妆品的副作用、电脑的辐射、汽车的尾气都在慢慢摧残我们宝贵的皮肤，用用它能看见的排毒，利用竹炭的吸附能力把皮肤的毒素排出来 ！[赞啊]有了它每周两三次排毒，干净白嫩肌肤立刻还给你：（去评论中找链接哦） 。,1
2014-04-21,《案s俎?九十四》： 最近法国南部阿尔卑斯山民欢欣雀跃，因为一位中国行为艺术家，在那里装了一玻璃瓶空气，回国卖了800多美元，以此表达对国内空气污染的无奈。阿尔卑斯山民居然误以为天降商机，可以大量出售新鲜空气到中国来发大财，可见即便是在西方，普通老百姓也不见得都懂当代艺术。,1
2014-04-23,地球不可欺，人类伤不起。现如今的地球所发出的一系列悲剧动作就是对人类不爱护地球而作出的反抗！！！大肆砍伐森林，纵火，水污染，空气污染，不环保，到处扔弃垃圾，抢杀动物，破坏生物链・・・大[沙尘暴]规模的建筑，挖空地表・・・人类什么时候才能觉悟！！！,1
2014-04-24,当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。 买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，超标化妆品日渐增多，我们的皮肤不知隐藏了多少铅、汞、毒素。先排毒，效果好十倍哦ele让你在睡眠中开始排毒！[鼓掌]给ele一次机会！,1
2014-04-25,?柠檬奶酪卸妆蜜出货了!!上次抢光了之后断货没买到的速度下单，不口头留货奥//现在的空气污染，别说化妆要卸妆，出门走一趟我都觉得要卸妆，卸妆的作用百度下就知道，预防黑头粉刺痘痘痤疮，疏通毛孔防止毛孔堵塞等等~今天下单现金减免5RMB?五一活动这几天会策划出来，关注我们享受优惠~,0
2014-04-25,蕾珂美茶树排毒免洗睡眠面膜/玫瑰 祛痘，去印，美白，去黑头，控油排毒养颜，辐射严重空气污染。淡淡的香味，杜绝「暴走油光，烦人痘痘，小粉刺，过敏泛红」维护肌肤，降低痘痘爆发几率?只要在护肤程序之后，薄薄擦上一层，肌肤以及毛孔变得细致平滑水嫩适合肤质：泛油光，痘痘，粉刺，过敏泛红肌肤。,0
2014-04-26,Cat gem糖果排毒面膜???坚持使用糖果排毒 通透洁亮的好肌肤看的见??很多不合格的护肤品里含有重金属 激素还有空气污染这些都对我们的皮肤造成伤害?所以护肤首要条件就是排毒清洁！只有脸部通透干净毒素排完其他的护肤品才好吸收??伙伴们 糖果敷起来 一定要把肌肤的底子打好了.,0
2014-04-27,?柠檬奶酪卸妆蜜出货了!!上次抢光了之后断货没买到的速度下单，不口头留货奥//现在的空气污染，别说化妆要卸妆，出门走一趟我都觉得要卸妆，卸妆的作用百度下就知道，预防黑头粉刺痘痘痤疮，疏通毛孔防止毛孔堵塞等等,1
2014-04-27,"转： 在轻轨里听到一对奇葩母子的对话：""妈妈，为什么你那么漂亮而我长得这么丑呢？""""因为空气污染严重。""""你骗人，还没听说空气污染能影响长相呢！""""会的，就是因为当年雾霾太重没看清你爸！""",1
2014-05-01,[委屈]当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。 买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，超标化妆品日渐增多，我们的皮肤不知隐藏了多少铅、汞、毒素。先排毒，效果好十倍哦[鼓掌]给排毒膏一次帮你变美的机会吧。,1
2014-05-05,当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，超标化妆品日渐增多，我们的皮肤不知隐藏了多少铅、汞、毒素。适当给皮肤做一个深层清洁吧！让你的皮肤做个深呼吸 做面膜前先排毒，效果好十倍哦,1
2014-05-07,成都的政府失职。今天如此严重的空气污染显然与农村焚烧麦杆有关，这样的问题年年发生，我们的政府在干啥？,1
2014-05-08,cat gem糖果 当你发觉你用什么护肤品都没有感觉没有效果的时候，那就说明你的皮肤真的应该排毒了。买了昂贵的护肤品，不做排毒，会有效吗！空气污染日渐加重，超标化妆品日渐增多，我们的皮肤不知隐藏了多少铅、汞、毒素。适当给皮肤做一个深层清洁吧！让你的皮肤做个深呼吸咨询微信748077233,1
2014-05-12,生命要浪费在美好的食物上，爱情要浪费在爱你的人身上。重新安定下来，就当你是一阵空气污染，飘过也就算了！,-1
2014-05-13,[拜拜]我今天没有死在教室里真是感谢上苍啊给我一个能够重生的机会 今天觉得能活下来真是太好了 不 应该是能远离空气污染活下来真是太好了...??感恩,1
